Father,Father Name,Father No of pairs,Father Qty,Child,Child Name,Child Qty,Process,Process Order
2-FB-1111-WT-G1,not required this column,20,1,3-FB-1111-WT-G06,not required this column,3,Master_Carton_Packing,1
2-FB-1111-WT-G1,not required this column,20,1,7-BT-0001,not required this column,3.6,Master_Carton_Packing,1
2-FB-1111-WT-G1,not required this column,20,1,3-FB-1111-WT-G07,not required this column,6,Master_Carton_Packing,1
2-FB-1111-WT-G1,not required this column,20,1,3-FB-1111-WT-G10,not required this column,3,Master_Carton_Packing,1
2-FB-1111-WT-G1,not required this column,20,1,3-FB-1111-WT-G08,not required this column,6,Master_Carton_Packing,1
2-FB-1111-WT-G1,not required this column,20,1,7-PS-0051,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-G1,not required this column,20,1,7-AT-0015,not required this column,1.9,Master_Carton_Packing,1
2-FB-1111-WT-G1,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-G1,not required this column,20,1,3-FB-1111-WT-G09,not required this column,6,Master_Carton_Packing,1
2-FB-1111-WT-G1,not required this column,20,1,7-MC-0041,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-G2,not required this column,20,1,3-FB-1111-WT-G09,not required this column,6,Master_Carton_Packing,1
2-FB-1111-WT-G2,not required this column,20,1,3-FB-1111-WT-G10,not required this column,6,Master_Carton_Packing,1
2-FB-1111-WT-G2,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-G2,not required this column,20,1,7-MC-0041,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-G2,not required this column,20,1,7-BT-0001,not required this column,3.6,Master_Carton_Packing,1
2-FB-1111-WT-G2,not required this column,20,1,3-FB-1111-WT-G08,not required this column,6,Master_Carton_Packing,1
2-FB-1111-WT-G2,not required this column,20,1,7-AT-0015,not required this column,1.9,Master_Carton_Packing,1
2-FB-1111-WT-G2,not required this column,20,1,7-PS-0051,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-G2,not required this column,20,1,3-FB-1111-WT-G07,not required this column,6,Master_Carton_Packing,1
2-FB-1111-WT-G2,not required this column,20,1,FGMC-OH,not required this column,24,Master_Carton_Packing,1
2-FB-1111-WT-G3,not required this column,20,1,7-AT-0015,not required this column,1.9,Master_Carton_Packing,1
2-FB-1111-WT-G3,not required this column,20,1,3-FB-1111-WT-G07,not required this column,6,Master_Carton_Packing,1
2-FB-1111-WT-G3,not required this column,20,1,3-FB-1111-WT-G08,not required this column,6,Master_Carton_Packing,1
2-FB-1111-WT-G3,not required this column,20,1,FGMC-OH,not required this column,24,Master_Carton_Packing,1
2-FB-1111-WT-G3,not required this column,20,1,3-FB-1111-WT-G06,not required this column,6,Master_Carton_Packing,1
2-FB-1111-WT-G3,not required this column,20,1,7-BT-0001,not required this column,3.6,Master_Carton_Packing,1
2-FB-1111-WT-G3,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-G3,not required this column,20,1,3-FB-1111-WT-G09,not required this column,6,Master_Carton_Packing,1
2-FB-1111-WT-G3,not required this column,20,1,7-MC-0041,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-G3,not required this column,20,1,7-PS-0051,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-G5,not required this column,20,1,7-MC-0041,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-G5,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-G5,not required this column,20,1,3-FB-1111-WT-G09,not required this column,8,Master_Carton_Packing,1
2-FB-1111-WT-G5,not required this column,20,1,FGMC-OH,not required this column,24,Master_Carton_Packing,1
2-FB-1111-WT-G5,not required this column,20,1,7-AT-0015,not required this column,1.9,Master_Carton_Packing,1
2-FB-1111-WT-G5,not required this column,20,1,7-PS-0051,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-G5,not required this column,20,1,7-BT-0001,not required this column,3.6,Master_Carton_Packing,1
2-FB-1111-WT-G5,not required this column,20,1,3-FB-1111-WT-G10,not required this column,8,Master_Carton_Packing,1
2-FB-1111-WT-G5,not required this column,20,1,3-FB-1111-WT-G08,not required this column,8,Master_Carton_Packing,1
2-FB-1111-WT-G6,not required this column,20,1,7-PS-0051,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-G6,not required this column,20,1,7-AT-0015,not required this column,1.9,Master_Carton_Packing,1
2-FB-1111-WT-G6,not required this column,20,1,7-BT-0001,not required this column,3.6,Master_Carton_Packing,1
2-FB-1111-WT-G6,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-G6,not required this column,20,1,FGMC-OH,not required this column,24,Master_Carton_Packing,1
2-FB-1111-WT-G6,not required this column,20,1,3-FB-1111-WT-G06,not required this column,8,Master_Carton_Packing,1
2-FB-1111-WT-G6,not required this column,20,1,3-FB-1111-WT-G07,not required this column,8,Master_Carton_Packing,1
2-FB-1111-WT-G6,not required this column,20,1,7-MC-0041,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-G6,not required this column,20,1,3-FB-1111-WT-G08,not required this column,8,Master_Carton_Packing,1
2-FB-1111-WT-GA7,not required this column,20,1,7-PS-0051,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-GA7,not required this column,20,1,3-FB-1111-WT-G07,not required this column,24,Master_Carton_Packing,1
2-FB-1111-WT-GA7,not required this column,20,1,7-AT-0015,not required this column,1.9,Master_Carton_Packing,1
2-FB-1111-WT-GA7,not required this column,20,1,7-MC-0041,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-GA7,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111-WT-GA7,not required this column,20,1,FGMC-OH,not required this column,24,Master_Carton_Packing,1
2-FB-1111-WT-GA7,not required this column,20,1,7-BT-0001,not required this column,3.6,Master_Carton_Packing,1
2-FB-1111Z-BK-G1,not required this column,20,1,7-OT-0059,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-G1,not required this column,20,1,7-PS-0038,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-G1,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-G1,not required this column,20,1,3-FB-1111Z-BK-G08,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-BK-G1,not required this column,20,1,FGMC-OH,not required this column,12,Master_Carton_Packing,1
2-FB-1111Z-BK-G1,not required this column,20,1,3-FB-1111Z-BK-G06,not required this column,2,Master_Carton_Packing,1
2-FB-1111Z-BK-G1,not required this column,20,1,3-FB-1111Z-BK-G10,not required this column,2,Master_Carton_Packing,1
2-FB-1111Z-BK-G1,not required this column,20,1,7-AT-0015,not required this column,1.84,Master_Carton_Packing,1
2-FB-1111Z-BK-G1,not required this column,20,1,7-MC-0304,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-G1,not required this column,20,1,7-BT-0001,not required this column,3.9,Master_Carton_Packing,1
2-FB-1111Z-BK-G1,not required this column,20,1,3-FB-1111Z-BK-G07,not required this column,2,Master_Carton_Packing,1
2-FB-1111Z-BK-G1,not required this column,20,1,3-FB-1111Z-BK-G09,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-BK-G1-P24,not required this column,20,1,7-AT-0015,not required this column,1.84,Master_Carton_Packing,1
2-FB-1111Z-BK-G1-P24,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-G1-P24,not required this column,20,1,7-OT-0007,not required this column,0.024,Master_Carton_Packing,1
2-FB-1111Z-BK-G1-P24,not required this column,20,1,4-MPU-1111-BK-G06,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-BK-G1-P24,not required this column,20,1,4-MPU-1111-BK-G09,not required this column,6,Master_Carton_Packing,1
2-FB-1111Z-BK-G1-P24,not required this column,20,1,4-MPU-1111-BK-G08,not required this column,6,Master_Carton_Packing,1
2-FB-1111Z-BK-G1-P24,not required this column,20,1,FGMC-OH,not required this column,24,Master_Carton_Packing,1
2-FB-1111Z-BK-G1-P24,not required this column,20,1,7-BT-0001,not required this column,3.9,Master_Carton_Packing,1
2-FB-1111Z-BK-G1-P24,not required this column,20,1,4-MPU-1111-BK-G10,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-BK-G1-P24,not required this column,20,1,7-PS-0038,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-G1-P24,not required this column,20,1,7-OT-0045,not required this column,4,Master_Carton_Packing,1
2-FB-1111Z-BK-G1-P24,not required this column,20,1,7-OT-0059,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-G1-P24,not required this column,20,1,4-MPU-1111-BK-G07,not required this column,6,Master_Carton_Packing,1
2-FB-1111Z-BK-G1-P24,not required this column,20,1,7-MC-0329,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-G2,not required this column,20,1,7-PS-0038,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-G2,not required this column,20,1,3-FB-1111Z-BK-G09,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-BK-G2,not required this column,20,1,3-FB-1111Z-BK-G10,not required this column,2,Master_Carton_Packing,1
2-FB-1111Z-BK-G2,not required this column,20,1,7-AT-0015,not required this column,1.84,Master_Carton_Packing,1
2-FB-1111Z-BK-G2,not required this column,20,1,3-FB-1111Z-BK-G08,not required this column,4,Master_Carton_Packing,1
2-FB-1111Z-BK-G2,not required this column,20,1,FGMC-OH,not required this column,12,Master_Carton_Packing,1
2-FB-1111Z-BK-G2,not required this column,20,1,7-MC-0304,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-G2,not required this column,20,1,7-OT-0059,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-G2,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-G2,not required this column,20,1,3-FB-1111Z-BK-G07,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-BK-G2,not required this column,20,1,7-BT-0001,not required this column,3.9,Master_Carton_Packing,1
2-FB-1111Z-BK-X1,not required this column,20,1,7-PS-0038,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-X1,not required this column,20,1,7-AT-0015,not required this column,1.2,Master_Carton_Packing,1
2-FB-1111Z-BK-X1,not required this column,20,1,7-MC-0124,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-X1,not required this column,20,1,3-FB-1111Z-BK-X11,not required this column,6,Master_Carton_Packing,1
2-FB-1111Z-BK-X1,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-X1,not required this column,20,1,7-BT-0001,not required this column,1.9,Master_Carton_Packing,1
2-FB-1111Z-BK-X1,not required this column,20,1,7-OT-0059,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-X1,not required this column,20,1,3-FB-1111Z-BK-X12,not required this column,6,Master_Carton_Packing,1
2-FB-1111Z-BK-X1,not required this column,20,1,FGMC-OH,not required this column,12,Master_Carton_Packing,1
2-FB-1111Z-BK-X2,not required this column,20,1,7-OT-0059,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-X2,not required this column,20,1,7-MC-0124,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-X2,not required this column,20,1,7-BT-0001,not required this column,1.9,Master_Carton_Packing,1
2-FB-1111Z-BK-X2,not required this column,20,1,FGMC-OH,not required this column,12,Master_Carton_Packing,1
2-FB-1111Z-BK-X2,not required this column,20,1,3-FB-1111Z-BK-X11,not required this column,5,Master_Carton_Packing,1
2-FB-1111Z-BK-X2,not required this column,20,1,3-FB-1111Z-BK-X10,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-BK-X2,not required this column,20,1,7-AT-0015,not required this column,1.2,Master_Carton_Packing,1
2-FB-1111Z-BK-X2,not required this column,20,1,3-FB-1111Z-BK-X12,not required this column,4,Master_Carton_Packing,1
2-FB-1111Z-BK-X2,not required this column,20,1,7-PS-0038,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BK-X2,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-G1,not required this column,20,1,7-OT-0059,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-G1,not required this column,20,1,7-PS-0038,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-G1,not required this column,20,1,3-FB-1111Z-BR-G06,not required this column,2,Master_Carton_Packing,1
2-FB-1111Z-BR-G1,not required this column,20,1,7-AT-0015,not required this column,1.84,Master_Carton_Packing,1
2-FB-1111Z-BR-G1,not required this column,20,1,3-FB-1111Z-BR-G09,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-BR-G1,not required this column,20,1,3-FB-1111Z-BR-G10,not required this column,2,Master_Carton_Packing,1
2-FB-1111Z-BR-G1,not required this column,20,1,FGMC-OH,not required this column,12,Master_Carton_Packing,1
2-FB-1111Z-BR-G1,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-G1,not required this column,20,1,3-FB-1111Z-BR-G08,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-BR-G1,not required this column,20,1,7-MC-0304,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-G1,not required this column,20,1,7-BT-0001,not required this column,3.9,Master_Carton_Packing,1
2-FB-1111Z-BR-G1,not required this column,20,1,3-FB-1111Z-BR-G07,not required this column,2,Master_Carton_Packing,1
2-FB-1111Z-BR-G1-P24,not required this column,20,1,7-AT-0015,not required this column,1.84,Master_Carton_Packing,1
2-FB-1111Z-BR-G1-P24,not required this column,20,1,4-MPU-1111-BR-G06,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-BR-G1-P24,not required this column,20,1,4-MPU-1111-BR-G08,not required this column,6,Master_Carton_Packing,1
2-FB-1111Z-BR-G1-P24,not required this column,20,1,7-BT-0001,not required this column,3.9,Master_Carton_Packing,1
2-FB-1111Z-BR-G1-P24,not required this column,20,1,7-OT-0045,not required this column,4,Master_Carton_Packing,1
2-FB-1111Z-BR-G1-P24,not required this column,20,1,7-MC-0329,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-G1-P24,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-G1-P24,not required this column,20,1,7-OT-0007,not required this column,0.024,Master_Carton_Packing,1
2-FB-1111Z-BR-G1-P24,not required this column,20,1,7-OT-0059,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-G1-P24,not required this column,20,1,7-PS-0038,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-G1-P24,not required this column,20,1,4-MPU-1111-BR-G10,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-BR-G1-P24,not required this column,20,1,FGMC-OH,not required this column,24,Master_Carton_Packing,1
2-FB-1111Z-BR-G1-P24,not required this column,20,1,4-MPU-1111-BR-G07,not required this column,6,Master_Carton_Packing,1
2-FB-1111Z-BR-G1-P24,not required this column,20,1,4-MPU-1111-BR-G09,not required this column,6,Master_Carton_Packing,1
2-FB-1111Z-BR-G2,not required this column,20,1,FGMC-OH,not required this column,12,Master_Carton_Packing,1
2-FB-1111Z-BR-G2,not required this column,20,1,3-FB-1111Z-BR-G08,not required this column,4,Master_Carton_Packing,1
2-FB-1111Z-BR-G2,not required this column,20,1,3-FB-1111Z-BR-G10,not required this column,2,Master_Carton_Packing,1
2-FB-1111Z-BR-G2,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-G2,not required this column,20,1,3-FB-1111Z-BR-G07,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-BR-G2,not required this column,20,1,7-OT-0059,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-G2,not required this column,20,1,7-BT-0001,not required this column,3.9,Master_Carton_Packing,1
2-FB-1111Z-BR-G2,not required this column,20,1,7-PS-0038,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-G2,not required this column,20,1,7-AT-0015,not required this column,1.84,Master_Carton_Packing,1
2-FB-1111Z-BR-G2,not required this column,20,1,7-MC-0304,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-G2,not required this column,20,1,3-FB-1111Z-BR-G09,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-BR-X1,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-X1,not required this column,20,1,FGMC-OH,not required this column,12,Master_Carton_Packing,1
2-FB-1111Z-BR-X1,not required this column,20,1,3-FB-1111Z-BR-X11,not required this column,6,Master_Carton_Packing,1
2-FB-1111Z-BR-X1,not required this column,20,1,7-BT-0001,not required this column,1.9,Master_Carton_Packing,1
2-FB-1111Z-BR-X1,not required this column,20,1,7-MC-0124,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-X1,not required this column,20,1,3-FB-1111Z-BR-X12,not required this column,6,Master_Carton_Packing,1
2-FB-1111Z-BR-X1,not required this column,20,1,7-OT-0059,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-X1,not required this column,20,1,7-PS-0038,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-X1,not required this column,20,1,7-AT-0015,not required this column,1.2,Master_Carton_Packing,1
2-FB-1111Z-BR-X2,not required this column,20,1,7-PS-0038,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-X2,not required this column,20,1,3-FB-1111Z-BR-X12,not required this column,4,Master_Carton_Packing,1
2-FB-1111Z-BR-X2,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-X2,not required this column,20,1,7-AT-0015,not required this column,1.2,Master_Carton_Packing,1
2-FB-1111Z-BR-X2,not required this column,20,1,3-FB-1111Z-BR-X11,not required this column,5,Master_Carton_Packing,1
2-FB-1111Z-BR-X2,not required this column,20,1,7-MC-0124,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-BR-X2,not required this column,20,1,FGMC-OH,not required this column,12,Master_Carton_Packing,1
2-FB-1111Z-BR-X2,not required this column,20,1,3-FB-1111Z-BR-X10,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-BR-X2,not required this column,20,1,7-BT-0001,not required this column,1.9,Master_Carton_Packing,1
2-FB-1111Z-BR-X2,not required this column,20,1,7-OT-0059,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-TA-G2,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-TA-G2,not required this column,20,1,3-FB-1111Z-TA-G09,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-TA-G2,not required this column,20,1,7-MC-0304,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-TA-G2,not required this column,20,1,7-BT-0001,not required this column,3.3,Master_Carton_Packing,1
2-FB-1111Z-TA-G2,not required this column,20,1,7-PS-0038,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-TA-G2,not required this column,20,1,7-AT-0015,not required this column,1.34,Master_Carton_Packing,1
2-FB-1111Z-TA-G2,not required this column,20,1,3-FB-1111Z-TA-G08,not required this column,4,Master_Carton_Packing,1
2-FB-1111Z-TA-G2,not required this column,20,1,FGMC-OH,not required this column,12,Master_Carton_Packing,1
2-FB-1111Z-TA-G2,not required this column,20,1,3-FB-1111Z-TA-G07,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-TA-G2,not required this column,20,1,3-FB-1111Z-TA-G10,not required this column,2,Master_Carton_Packing,1
2-FB-1111Z-TA-G2,not required this column,20,1,7-OT-0059,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-TA-X2,not required this column,20,1,FGMC-OH,not required this column,12,Master_Carton_Packing,1
2-FB-1111Z-TA-X2,not required this column,20,1,3-FB-1111Z-TA-X10,not required this column,4,Master_Carton_Packing,1
2-FB-1111Z-TA-X2,not required this column,20,1,7-PS-0038,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-TA-X2,not required this column,20,1,7-MC-0124,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-TA-X2,not required this column,20,1,3-FB-1111Z-TA-X12,not required this column,4,Master_Carton_Packing,1
2-FB-1111Z-TA-X2,not required this column,20,1,7-AT-0015,not required this column,1.3,Master_Carton_Packing,1
2-FB-1111Z-TA-X2,not required this column,20,1,7-OT-0059,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-TA-X2,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-TA-X2,not required this column,20,1,3-FB-1111Z-TA-X11,not required this column,4,Master_Carton_Packing,1
2-FB-1111Z-TA-X2,not required this column,20,1,7-BT-0001,not required this column,3.36,Master_Carton_Packing,1
2-FB-1111Z-WT-G1,not required this column,20,1,3-FB-1111Z-WT-G10,not required this column,2,Master_Carton_Packing,1
2-FB-1111Z-WT-G1,not required this column,20,1,7-BT-0001,not required this column,3.3,Master_Carton_Packing,1
2-FB-1111Z-WT-G1,not required this column,20,1,FGMC-OH,not required this column,12,Master_Carton_Packing,1
2-FB-1111Z-WT-G1,not required this column,20,1,3-FB-1111Z-WT-G06,not required this column,2,Master_Carton_Packing,1
2-FB-1111Z-WT-G1,not required this column,20,1,3-FB-1111Z-WT-G07,not required this column,2,Master_Carton_Packing,1
2-FB-1111Z-WT-G1,not required this column,20,1,7-MC-0304,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-WT-G1,not required this column,20,1,3-FB-1111Z-WT-G09,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-WT-G1,not required this column,20,1,3-FB-1111Z-WT-G08,not required this column,3,Master_Carton_Packing,1
2-FB-1111Z-WT-G1,not required this column,20,1,7-AT-0015,not required this column,1.34,Master_Carton_Packing,1
2-FB-1111Z-WT-G1,not required this column,20,1,7-OT-0059,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-WT-G1,not required this column,20,1,7-PS-0050,not required this column,1,Master_Carton_Packing,1
2-FB-1111Z-WT-G1,not required this column,20,1,7-PS-0038,not required this column,1,Master_Carton_Packing,1
4-CCP1-1111-BK-G,not required this column,20,1,5-NL01-0134,not required this column,0.0043,Clicking,10
4-CCP1-1111-BR-G,not required this column,20,1,5-NL01-0020,not required this column,0.0043,Clicking,10
4-CCP1-1111-TA-G,not required this column,20,1,5-NL01-1007,not required this column,0.0043,Clicking,10
4-CCP1-1111-WT-G,not required this column,20,1,5-NL01-0613,not required this column,0.0043,Clicking,10
4-CCP-1111-BK-G06,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-BK-G06,not required this column,20,1,5-NL02-0025,not required this column,0.0473,Clicking,10
4-CCP-1111-BK-G07,not required this column,20,1,5-NL02-0025,not required this column,0.0483,Clicking,10
4-CCP-1111-BK-G07,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-BK-G08,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-BK-G08,not required this column,20,1,5-NL02-0025,not required this column,0.0493,Clicking,10
4-CCP-1111-BK-G09,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-BK-G09,not required this column,20,1,5-NL02-0025,not required this column,0.0573,Clicking,10
4-CCP-1111-BK-G10,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-BK-G10,not required this column,20,1,5-NL02-0025,not required this column,0.0582,Clicking,10
4-CCP-1111-BK-X11,not required this column,20,1,5-NL02-0025,not required this column,0.0663,Clicking,10
4-CCP-1111-BK-X11,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-BK-X12,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-BK-X12,not required this column,20,1,5-NL02-0025,not required this column,0.068,Clicking,10
4-CCP-1111-BR-G06,not required this column,20,1,5-NL02-0025,not required this column,0.0473,Clicking,10
4-CCP-1111-BR-G06,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-BR-G07,not required this column,20,1,5-NL02-0025,not required this column,0.0483,Clicking,10
4-CCP-1111-BR-G07,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-BR-G08,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-BR-G08,not required this column,20,1,5-NL02-0025,not required this column,0.0493,Clicking,10
4-CCP-1111-BR-G09,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-BR-G09,not required this column,20,1,5-NL02-0025,not required this column,0.0573,Clicking,10
4-CCP-1111-BR-G10,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-BR-G10,not required this column,20,1,5-NL02-0025,not required this column,0.0582,Clicking,10
4-CCP-1111-BR-X11,not required this column,20,1,5-NL02-0025,not required this column,0.0663,Clicking,10
4-CCP-1111-BR-X11,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-BR-X12,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-BR-X12,not required this column,20,1,5-NL02-0025,not required this column,0.068,Clicking,10
4-CCP-1111-TA-G06,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-TA-G06,not required this column,20,1,5-NL02-0966,not required this column,0.0473,Clicking,10
4-CCP-1111-TA-G07,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-TA-G07,not required this column,20,1,5-NL02-0966,not required this column,0.0483,Clicking,10
4-CCP-1111-TA-G08,not required this column,20,1,5-NL02-0966,not required this column,0.0493,Clicking,10
4-CCP-1111-TA-G08,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-TA-G09,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-TA-G09,not required this column,20,1,5-NL02-0966,not required this column,0.0573,Clicking,10
4-CCP-1111-TA-G10,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-TA-G10,not required this column,20,1,5-NL02-0966,not required this column,0.0582,Clicking,10
4-CCP-1111-TA-X11,not required this column,20,1,5-NL02-0966,not required this column,0.0663,Clicking,10
4-CCP-1111-TA-X11,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-TA-X12,not required this column,20,1,5-NL02-0966,not required this column,0.068,Clicking,10
4-CCP-1111-TA-X12,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-WT-G06,not required this column,20,1,5-NL02-0230,not required this column,0.0473,Clicking,10
4-CCP-1111-WT-G06,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-WT-G07,not required this column,20,1,5-NL02-0230,not required this column,0.0483,Clicking,10
4-CCP-1111-WT-G07,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-WT-G08,not required this column,20,1,5-NL02-0230,not required this column,0.0493,Clicking,10
4-CCP-1111-WT-G08,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-WT-G09,not required this column,20,1,5-NL02-0230,not required this column,0.0573,Clicking,10
4-CCP-1111-WT-G09,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-WT-G10,not required this column,20,1,CLICK-OH,not required this column,1,Clicking,10
4-CCP-1111-WT-G10,not required this column,20,1,5-NL02-0230,not required this column,0.0582,Clicking,10
3-FB-1111-BK-G06,not required this column,20,1,7-PS-0019,not required this column,1,Small_Carton_Packing,2
